TransactionID	CustomerID	CustomerDOB	CustomerGender	CustomerLocation	CustomerAccountBalance	TransactionDate	TransactionTime	TransactionAmount	Customer Age	Account Bal Status	TransactionMonth	TransactionDay	Age Range	Clean Customer Age	Customer Cluster
T184116	C4212527	Monday, October 30, 1989	M	MUMBAI	2701.19	Tuesday, August 9, 2016	1:22:00 PM	59	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T185141	C6496156	Thursday, August 31, 1989	M	MUMBAI	22323.38	Tuesday, August 9, 2016	11:45:00 AM	1515	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T185165	C6013141	Thursday, June 1, 1989	M	MUMBAI	23804.18	Tuesday, August 9, 2016	4:03:00 PM	200	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T185431	C5918183	Wednesday, July 12, 1989	M	MUMBAI	46674.94	Tuesday, August 9, 2016	12:47:00 PM	3799	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T185621	C6596111	Thursday, August 31, 1989	M	MUMBAI	22323.38	Tuesday, August 9, 2016	3:09:00 PM	10000	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T185891	C6287617	Tuesday, October 10, 1989	M	MUMBAI	6088.52	Tuesday, August 9, 2016	2:53:00 PM	1341	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T186260	C2540764	Thursday, May 25, 1989	M	MUMBAI	14023.94	Tuesday, August 9, 2016	1:06:00 PM	269.6	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T186650	C1073334	Tuesday, August 15, 1989	M	MUMBAI	375111.92	Tuesday, August 9, 2016	3:22:00 PM	1499	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T186902	C5613175	Monday, September 4, 1989	M	MUMBAI	86294.48	Tuesday, August 9, 2016	3:25:00 PM	650	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T187351	C8755479	Thursday, May 4, 1989	M	MUMBAI	1151.08	Tuesday, August 9, 2016	2:36:00 PM	800	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T187380	C6539722	Friday, August 25, 1989	M	MUMBAI	18271.53	Tuesday, August 9, 2016	5:29:00 PM	226	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T187613	C1221852	Wednesday, September 13, 1989	M	MUMBAI	751630.04	Tuesday, August 9, 2016	4:50:00 PM	83	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T187969	C1617773	Wednesday, October 11, 1989	M	MUMBAI	299491.34	Tuesday, August 9, 2016	2:43:00 PM	2157	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T188029	C1029243	Friday, September 15, 1989	M	MUMBAI	409581.43	Tuesday, August 9, 2016	6:29:00 PM	2622.76	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T188325	C6639565	Monday, March 6, 1989	M	MUMBAI	2523.09	Tuesday, August 9, 2016	2:28:00 PM	94	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T188516	C7673373	Tuesday, August 15, 1989	M	MUMBAI	375111.92	Tuesday, August 9, 2016	2:43:00 PM	2099	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T188681	C3944666	Wednesday, May 17, 1989	M	MUMBAI	18123.34	Tuesday, August 9, 2016	1:47:00 PM	300	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T188794	C7719237	Wednesday, March 8, 1989	M	MUMBAI	71.53	Tuesday, August 9, 2016	6:24:00 PM	800	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T189053	C2239717	Friday, August 25, 1989	M	MUMBAI	18271.53	Tuesday, August 9, 2016	5:29:00 PM	226	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T190035	C6537651	Monday, August 7, 1989	M	MUMBAI	20248.8	Tuesday, August 9, 2016	7:26:00 PM	1994	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T192327	C1213137	Monday, September 4, 1989	M	MUMBAI	86294.48	Tuesday, August 9, 2016	8:06:00 PM	2400	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T192691	C8326312	Friday, July 7, 1989	M	MUMBAI	45862.13	Tuesday, August 9, 2016	5:41:00 PM	846	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T192775	C3133234	Wednesday, June 28, 1989	M	MUMBAI	41679.4	Tuesday, August 9, 2016	6:24:00 PM	140	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T192800	C1598883	Monday, December 11, 1989	M	MUMBAI	10176.12	Tuesday, August 9, 2016	5:56:00 PM	235	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T192810	C5025139	Friday, March 17, 1989	M	MUMBAI	200075.65	Tuesday, August 9, 2016	5:42:00 PM	51	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T192870	C3940131	Monday, December 11, 1989	M	MUMBAI	3675.99	Tuesday, August 9, 2016	6:39:00 PM	3262	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T192882	C5126123	Sunday, November 12, 1989	M	MUMBAI	1563.94	Tuesday, August 9, 2016	5:55:00 PM	891	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T193548	C7010386	Monday, July 3, 1989	M	MUMBAI	2153.44	Tuesday, August 9, 2016	9:02:00 PM	171	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T193834	C5198860	Monday, December 11, 1989	M	MUMBAI	10176.12	Tuesday, August 9, 2016	5:58:00 PM	143	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T194520	C8837434	Saturday, May 13, 1989	M	MUMBAI	354155.7	Tuesday, August 9, 2016	8:00:00 PM	49	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T194544	C3827636	Saturday, April 8, 1989	M	MUMBAI	482.75	Tuesday, August 9, 2016	11:33:00 PM	150	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T194601	C4140973	Wednesday, January 18, 1989	M	MUMBAI	5820.12	Tuesday, August 9, 2016	8:29:00 PM	3452	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T194760	C7631812	Tuesday, October 17, 1989	M	MUMBAI	22042.15	Tuesday, August 9, 2016	10:39:00 PM	549	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T194970	C1335626	Sunday, October 22, 1989	M	MUMBAI	1054.7	Tuesday, August 9, 2016	10:45:00 PM	120	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T195570	C7018821	Monday, September 25, 1989	M	MUMBAI	606.32	Monday, August 8, 2016	9:31:00 AM	100.2	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T195868	C2837414	Saturday, May 13, 1989	M	MUMBAI	354155.7	Tuesday, August 9, 2016	8:03:00 PM	105	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T195896	C8039559	Monday, March 6, 1989	M	MUMBAI	2523.09	Tuesday, August 9, 2016	7:42:00 PM	35	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T196316	C4336419	Saturday, August 5, 1989	M	MUMBAI	99861.75	Tuesday, August 9, 2016	7:58:00 PM	197.87	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T196467	C6364039	Tuesday, August 22, 1989	M	MUMBAI	121.76	Tuesday, August 9, 2016	8:05:00 PM	600	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T196614	C7522527	Saturday, December 23, 1989	M	MUMBAI	12258.07	Tuesday, August 9, 2016	2:57:00 PM	200	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T196852	C3997138	Sunday, May 21, 1989	M	MUMBAI	3830.53	Tuesday, August 9, 2016	8:23:00 PM	273	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T196955	C6164084	Tuesday, August 22, 1989	M	MUMBAI	121.76	Tuesday, August 9, 2016	7:49:00 PM	600	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T197335	C8912158	Sunday, July 2, 1989	M	MUMBAI	61329.3	Tuesday, August 9, 2016	8:22:00 PM	13	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T197426	C4630041	Wednesday, December 6, 1989	M	MUMBAI	3087.64	Tuesday, August 9, 2016	7:13:00 PM	1750	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T197523	C4325352	Thursday, October 12, 1989	M	MUMBAI	1191610.64	Tuesday, August 9, 2016	8:15:00 PM	1200	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T197788	C8513026	Thursday, November 9, 1989	M	MUMBAI	6001.04	Monday, August 8, 2016	12:21:00 AM	31	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T197917	C1210340	Tuesday, August 8, 1989	M	MUMBAI	25200.88	Tuesday, August 9, 2016	9:36:00 PM	740	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T198387	C1513049	Thursday, November 9, 1989	M	MUMBAI	6001.04	Monday, August 8, 2016	12:03:00 AM	31	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T198478	C8325277	Friday, May 19, 1989	M	MUMBAI	8211.95	Tuesday, August 9, 2016	11:40:00 PM	140	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T198530	C2135625	Sunday, October 22, 1989	M	MUMBAI	1054.7	Tuesday, August 9, 2016	10:14:00 PM	330	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T198809	C8131870	Tuesday, October 17, 1989	M	MUMBAI	22042.15	Tuesday, August 9, 2016	9:41:00 PM	2396	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T199024	C7041387	Sunday, October 29, 1989	M	MUMBAI	2309.75	Tuesday, August 9, 2016	11:37:00 PM	325	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T199075	C6859860	Monday, January 2, 1989	M	MUMBAI	3733.19	Tuesday, August 9, 2016	10:18:00 PM	289	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T199266	C1829226	Friday, September 15, 1989	M	MUMBAI	409581.43	Tuesday, August 9, 2016	11:00:00 PM	891.97	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T199434	C8025322	Thursday, October 12, 1989	M	MUMBAI	1191610.64	Tuesday, August 9, 2016	8:58:00 PM	750	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T199490	C6018924	Friday, April 21, 1989	M	MUMBAI	72119.88	Tuesday, August 9, 2016	9:27:00 PM	255	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T199507	C5440886	Tuesday, December 12, 1989	M	MUMBAI	13	Tuesday, August 9, 2016	10:19:00 PM	675	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T199706	C5732175	Sunday, October 1, 1989	M	MUMBAI	11832.41	Tuesday, August 9, 2016	11:47:00 PM	470	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T199804	C8139542	Monday, March 6, 1989	M	MUMBAI	2523.09	Tuesday, August 9, 2016	9:31:00 PM	107	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T200012	C1813779	Tuesday, March 21, 1989	M	MUMBAI	73484.47	Tuesday, August 9, 2016	11:21:00 PM	750	27	Valid	Aug-16	Tuesday	26-35	27	Cluster1
T200471	C3111364	Tuesday, October 24, 1989	M	MUMBAI	22595.91	Monday, August 8, 2016	12:31:00 PM	4666	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T201057	C5481917	Friday, March 3, 1989	M	MUMBAI	80326.67	Tuesday, August 9, 2016	10:18:00 PM	2000	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T201299	C2422617	Wednesday, November 29, 1989	M	MUMBAI	438265.09	Tuesday, August 9, 2016	10:07:00 PM	2160	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T201472	C4033549	Saturday, June 10, 1989	M	MUMBAI	9342.78	Monday, August 8, 2016	12:55:00 AM	250	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T201558	C8713056	Friday, December 1, 1989	M	MUMBAI	17086.87	Tuesday, August 9, 2016	11:49:00 PM	360	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T202028	C8234359	Tuesday, January 17, 1989	M	MUMBAI	7515.3	Tuesday, August 9, 2016	11:03:00 PM	280	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T202211	C5727487	Tuesday, March 21, 1989	M	MUMBAI	1.6	Tuesday, August 9, 2016	9:21:00 PM	250	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T202368	C6224482	Thursday, October 12, 1989	M	MUMBAI	3980.32	Monday, August 8, 2016	1:17:00 AM	400	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T202491	C1946188	Monday, April 3, 1989	M	MUMBAI	366.06	Tuesday, August 9, 2016	10:11:00 PM	9330.01	27	Valid	Aug-16	Tuesday	26-35	27	Cluster2
T202599	C4440711	Thursday, May 25, 1989	M	MUMBAI	14023.94	Monday, August 8, 2016	5:38:00 AM	1320	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T203183	C8419216	Monday, January 9, 1989	M	MUMBAI	9551.11	Monday, August 8, 2016	1:39:00 PM	30	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T203383	C8041766	Thursday, April 27, 1989	M	MUMBAI	49738.58	Monday, August 8, 2016	10:21:00 AM	987	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T203507	C9011928	Saturday, August 5, 1989	M	MUMBAI	9381.37	Monday, August 8, 2016	11:30:00 AM	115	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T204024	C5441978	Monday, January 30, 1989	M	MUMBAI	53937.32	Monday, August 8, 2016	2:54:00 PM	259	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T204107	C4540725	Thursday, May 25, 1989	M	MUMBAI	14023.94	Monday, August 8, 2016	11:01:00 AM	1332	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T204779	C6531381	Friday, December 15, 1989	M	MUMBAI	10015.09	Monday, August 8, 2016	10:29:00 AM	2199.64	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T204784	C1841647	Wednesday, September 27, 1989	M	MUMBAI	46380.94	Monday, August 8, 2016	9:24:00 AM	222.78	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T204869	C6136642	Tuesday, June 20, 1989	M	MUMBAI	68890.27	Monday, August 8, 2016	2:34:00 PM	577	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T205307	C8427416	Tuesday, March 21, 1989	M	MUMBAI	1.6	Monday, August 8, 2016	9:32:00 AM	250	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T205741	C7679674	Wednesday, November 1, 1989	M	MUMBAI	3715.85	Monday, August 8, 2016	11:54:00 AM	790	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T205953	C8711974	Saturday, August 5, 1989	M	MUMBAI	9381.37	Monday, August 8, 2016	11:29:00 AM	115	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T206124	C2340585	Saturday, October 28, 1989	M	MUMBAI	89.5	Monday, August 8, 2016	6:13:00 AM	80	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T207404	C2722613	Wednesday, November 29, 1989	M	MUMBAI	438265.09	Monday, August 8, 2016	4:36:00 PM	4562.25	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T208160	C3424932	Thursday, February 2, 1989	M	MUMBAI	49240.63	Monday, August 8, 2016	4:37:00 PM	237	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T208311	C6231325	Friday, December 15, 1989	M	MUMBAI	10015.09	Monday, August 8, 2016	11:54:00 AM	1095	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T211730	C1657369	Saturday, February 18, 1989	M	MUMBAI	4617.3	Monday, August 8, 2016	7:02:00 PM	400	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T211984	C3273347	Tuesday, August 15, 1989	M	MUMBAI	375111.92	Monday, August 8, 2016	2:09:00 PM	4619	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T211999	C3481564	Sunday, July 23, 1989	M	MUMBAI	0.9	Monday, August 8, 2016	3:09:00 PM	2110	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T212067	C9019913	Thursday, June 1, 1989	M	MUMBAI	10163.93	Monday, August 8, 2016	1:53:00 PM	2241	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T212210	C4329260	Friday, March 24, 1989	M	MUMBAI	3056.9	Monday, August 8, 2016	2:39:00 PM	53	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T212684	C4962777	Monday, January 16, 1989	M	MUMBAI	31445.24	Monday, August 8, 2016	3:49:00 PM	13046	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T212765	C8237236	Tuesday, December 26, 1989	M	MUMBAI	121594.03	Monday, August 8, 2016	2:51:00 PM	2047.36	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T213040	C7613777	Tuesday, March 21, 1989	M	MUMBAI	73484.47	Monday, August 8, 2016	3:54:00 PM	1550	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T213302	C5515316	Tuesday, March 14, 1989	M	MUMBAI	8501.81	Monday, August 8, 2016	9:56:00 AM	50	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T213608	C6041322	Saturday, June 10, 1989	M	MUMBAI	51653.76	Monday, August 8, 2016	4:00:00 PM	939	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T213701	C3520027	Sunday, March 12, 1989	M	MUMBAI	121747.74	Monday, August 8, 2016	2:46:00 PM	420	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T213927	C1629533	Monday, October 30, 1989	M	MUMBAI	19711.89	Monday, August 8, 2016	7:04:00 PM	1420	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T213985	C5122740	Tuesday, December 5, 1989	M	MUMBAI	9609.96	Monday, August 8, 2016	3:37:00 PM	147	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T214341	C6433587	Saturday, June 10, 1989	M	MUMBAI	9342.78	Monday, August 8, 2016	6:08:00 PM	3049.31	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T214448	C4122629	Wednesday, November 29, 1989	M	MUMBAI	438265.09	Monday, August 8, 2016	4:37:00 PM	4562.25	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T214835	C2142666	Sunday, April 2, 1989	M	MUMBAI	125766.71	Monday, August 8, 2016	5:36:00 PM	700	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T215187	C2010365	Monday, December 18, 1989	M	MUMBAI	173524.53	Monday, August 8, 2016	5:57:00 PM	789.5	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T215620	C6031674	Friday, March 10, 1989	M	MUMBAI	1753.02	Monday, August 8, 2016	5:06:00 PM	300	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T215664	C5642651	Sunday, April 2, 1989	M	MUMBAI	125766.71	Monday, August 8, 2016	8:55:00 PM	22889	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T216189	C4531644	Tuesday, October 31, 1989	M	MUMBAI	22874.36	Monday, August 8, 2016	3:54:00 PM	350	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T216916	C7483876	Tuesday, January 3, 1989	M	MUMBAI	2798.03	Monday, August 8, 2016	4:56:00 PM	100.86	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T216992	C6641332	Saturday, June 10, 1989	M	MUMBAI	51653.76	Monday, August 8, 2016	4:06:00 PM	795	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T217531	C4422630	Wednesday, November 29, 1989	M	MUMBAI	438265.09	Sunday, August 7, 2016	2:32:00 AM	10000	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T217747	C8026661	Thursday, September 14, 1989	M	MUMBAI	24510.98	Sunday, August 7, 2016	2:47:00 AM	400	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T217923	C1522574	Saturday, December 23, 1989	M	MUMBAI	12258.07	Monday, August 8, 2016	9:05:00 PM	605	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T218017	C3125628	Sunday, August 20, 1989	M	MUMBAI	286247.52	Monday, August 8, 2016	6:33:00 PM	2811	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T218038	C7357334	Saturday, February 18, 1989	M	MUMBAI	4617.3	Monday, August 8, 2016	7:03:00 PM	200	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T218372	C7226146	Sunday, November 12, 1989	M	MUMBAI	1563.94	Monday, August 8, 2016	9:26:00 PM	360	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T219049	C1939527	Monday, March 6, 1989	M	MUMBAI	2523.09	Monday, August 8, 2016	6:39:00 PM	1350	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T219085	C9026622	Thursday, September 14, 1989	M	MUMBAI	24510.98	Sunday, August 7, 2016	2:18:00 AM	400	27	Valid	Aug-16	Sunday	26-35	27	Cluster1
T219749	C3168062	Saturday, August 12, 1989	M	MUMBAI	12036.3	Sunday, August 7, 2016	12:56:00 AM	650	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T220132	C7742523	Saturday, April 29, 1989	M	MUMBAI	299708.08	Sunday, August 7, 2016	1:46:00 AM	1955	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T220413	C2083113	Friday, March 31, 1989	M	MUMBAI	34461.48	Monday, August 8, 2016	9:04:00 PM	1516	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T220505	C5857345	Saturday, February 18, 1989	M	MUMBAI	4617.3	Monday, August 8, 2016	7:01:00 PM	1700	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T220580	C3936480	Saturday, August 5, 1989	M	MUMBAI	99861.75	Sunday, August 7, 2016	3:03:00 AM	236.29	27	Valid	Aug-16	Sunday	26-35	27	Cluster1
T220599	C3726674	Thursday, September 14, 1989	M	MUMBAI	24510.98	Sunday, August 7, 2016	2:45:00 AM	1200	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T220650	C4522649	Wednesday, November 29, 1989	M	MUMBAI	107082.92	Monday, August 8, 2016	8:00:00 PM	1301	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T221044	C7237430	Saturday, May 13, 1989	M	MUMBAI	354155.7	Monday, August 8, 2016	9:12:00 PM	77	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T221146	C2890826	Wednesday, August 9, 1989	M	MUMBAI	16036.31	Monday, August 8, 2016	9:03:00 PM	575	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T221340	C2196468	Sunday, October 22, 1989	M	MUMBAI	195799.11	Monday, August 8, 2016	7:53:00 PM	1240	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T221556	C3154453	Sunday, December 17, 1989	M	MUMBAI	55153.95	Sunday, August 7, 2016	11:30:00 AM	200	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T221835	C1126191	Sunday, November 12, 1989	M	MUMBAI	1563.94	Monday, August 8, 2016	9:38:00 PM	148.78	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T222047	C8146813	Thursday, October 26, 1989	M	MUMBAI	1828.2	Monday, August 8, 2016	9:03:00 PM	355	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T222516	C1138069	Thursday, August 10, 1989	M	MUMBAI	2.81	Monday, August 8, 2016	9:46:00 PM	195	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T222536	C4912243	Saturday, February 25, 1989	M	MUMBAI	15330.99	Monday, August 8, 2016	10:01:00 PM	707.02	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T222691	C8231871	Tuesday, October 17, 1989	M	MUMBAI	22042.15	Sunday, August 7, 2016	10:54:00 AM	874.15	27	Valid	Aug-16	Sunday	26-35	27	Cluster1
T222843	C5732151	Sunday, October 1, 1989	M	MUMBAI	11832.41	Monday, August 8, 2016	9:32:00 PM	2860	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T223048	C1116684	Friday, December 29, 1989	M	MUMBAI	70331.49	Monday, August 8, 2016	9:22:00 PM	638	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T223089	C4542218	Monday, April 24, 1989	M	MUMBAI	219495.34	Monday, August 8, 2016	10:28:00 PM	12364	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T223444	C4342545	Saturday, April 29, 1989	M	MUMBAI	299708.08	Sunday, August 7, 2016	11:30:00 AM	560	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T223567	C3734391	Tuesday, January 17, 1989	M	MUMBAI	7515.3	Monday, August 8, 2016	9:07:00 PM	180	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T223733	C2073750	Monday, May 8, 1989	M	MUMBAI	8567.29	Monday, August 8, 2016	9:56:00 PM	233	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T224216	C5630947	Wednesday, August 9, 1989	M	MUMBAI	9961.78	Sunday, August 7, 2016	10:47:00 AM	514.92	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T224450	C6736892	Thursday, February 2, 1989	M	MUMBAI	1828.47	Sunday, August 7, 2016	8:46:00 AM	250	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T224605	C3817359	Wednesday, August 2, 1989	M	MUMBAI	16788.91	Monday, August 8, 2016	8:47:00 PM	347.59	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T225074	C1440653	Friday, June 16, 1989	M	MUMBAI	20351.35	Monday, August 8, 2016	10:51:00 PM	21	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T225300	C7550177	Sunday, September 17, 1989	M	MUMBAI	12473.07	Sunday, August 7, 2016	8:25:00 AM	800	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T225952	C5617726	Thursday, September 28, 1989	M	MUMBAI	3251.18	Sunday, August 7, 2016	12:15:00 AM	2037	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T226372	C5827414	Tuesday, March 21, 1989	M	MUMBAI	1.6	Sunday, August 7, 2016	12:10:00 AM	70	27	Valid	Aug-16	Sunday	26-35	27	Cluster1
T226403	C2126644	Thursday, September 14, 1989	M	MUMBAI	24510.98	Monday, August 8, 2016	11:43:00 PM	1060	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T226431	C5626669	Thursday, September 14, 1989	M	MUMBAI	24510.98	Monday, August 8, 2016	10:21:00 PM	240	27	Valid	Aug-16	Monday	26-35	27	Cluster1
T226440	C8498975	Thursday, April 27, 1989	M	MUMBAI	43611.87	Monday, August 8, 2016	10:29:00 PM	895.2	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T226811	C5296117	Thursday, August 31, 1989	M	MUMBAI	22323.38	Sunday, August 7, 2016	9:49:00 AM	4751	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T226846	C2023186	Tuesday, May 9, 1989	M	MUMBAI	4416.32	Sunday, August 7, 2016	3:35:00 AM	300	27	Valid	Aug-16	Sunday	26-35	27	Cluster1
T226878	C2630512	Monday, February 13, 1989	M	MUMBAI	6877.33	Sunday, August 7, 2016	12:06:00 AM	340	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T226980	C1583238	Tuesday, September 12, 1989	M	MUMBAI	822.94	Monday, August 8, 2016	11:49:00 PM	138	27	Valid	Aug-16	Monday	26-35	27	Cluster2
T227007	C5418969	Friday, April 21, 1989	M	MUMBAI	72119.88	Sunday, August 7, 2016	1:14:00 PM	923	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T227156	C5035368	Saturday, July 29, 1989	M	MUMBAI	799871.7	Sunday, August 7, 2016	12:30:00 AM	1285	27	Valid	Aug-16	Sunday	26-35	27	Cluster2
T227442	C8217114	Tuesday, February 28, 1989	M	MUMBAI	20517.86	Sunday, August 7, 2016	12:19:00 AM	147	27	Valid	Aug-16	Sunday	26-35	27	Cluster1
T227657	C1213038	Friday, December 1, 1989	M	MUMBAI	17086.87	Monday, August 8, 2016	9:22:00 PM	420	27	Valid	Aug-16	Monday	26-35	27	Cluster2
